setId,id,prompt,choice1,choice2,choice3,choice4,choice5,choice6,correctAnswers,select
vulnerabilities-1,3,Which of the answers listed below refers to an application attack that relies on executing a library of code?,Memory leak,DLL injection,Pointer dereference,Buffer overflow,,,DLL injection,1
vulnerabilities-1,4,A type of exploit in which an application overwrites the contents of a memory area it should not have access to is called:,DLL injection,Buffer overflow,Memory leak,Privilege escalation,,,Buffer overflow,1
vulnerabilities-1,5,A malfunction in a preprogrammed sequential access to a shared resource is described as:,Race condition,Concurrency error,Multithreading,Synchronization error,,,Race condition,1
vulnerabilities-1,6,A type of vulnerability where the state of a resource is verified at one point in time but may change before the resource is actually used is referred to as:,TOC,TOC/TOU,TOU,TSIG,,,TOC/TOU,1
vulnerabilities-1,7,A malicious application update is a type of malware that can be installed through a seemingly legitimate software update. The introduction of a malicious update into the application code can be enabled through various means, including:,Unsigned application code,Unencrypted update channel (HTTP vs HTTPS),Fake update website,Unauthorized access to update server,Compromised software development process,All of the above,All of the above,1
vulnerabilities-1,8,Which of the following answers does not refer to a common type of OS-based vulnerability?,Access control and permissions vulnerabilities (weak passwords, privilege escalation),Vulnerabilities in installed applications, system utilities, and device drivers,Memory-related vulnerabilities (memory leaks, buffer overflows, race conditions),Patch and update management vulnerabilities (security patch and update delays, malicious updates),Vulnerabilities related to system/security misconfigurations,Network-related vulnerabilities (DoS attacks, remote code execution attacks),All of the above answer choices are examples of OS-based vulnerabilities,All of the above answer choices are examples of OS-based vulnerabilities,1
vulnerabilities-1,9,Which of the answers listed below refers to a security vulnerability that enables inserting malicious code into input fields, such search bars or login forms, to execute unauthorized commands on a database?,RCE,SQLi,XSS,CSRF,,,SQLi,1
vulnerabilities-1,10,Which of the following indicates an SQL injection attack attempt?,DELETE FROM itemDB WHERE itemID = '1';,SELECT * FROM users WHERE userName = 'Alice' AND password = '' OR '1' = '1';,DROP TABLE itemDB;,SELECT * FROM users WHERE email = 'example@example.com' AND password = '' ;,,,SELECT * FROM users WHERE userName = 'Alice' AND password = '' OR '1' = '1';,1
vulnerabilities-1,11,Which of the answers listed below describe the characteristics of a cross-site scripting attack? (Select 3 answers),Exploits the trust a user's web browser has in a website,A malicious script is injected into a trusted website,User's browser executes attacker's script,Exploits the trust a website has in the user's web browser,A user is tricked by an attacker into submitting unauthorized web requests,Website executes attacker's requests,,Exploits the trust a user's web browser has in a website;A malicious script is injected into a trusted website;User's browser executes attacker's script,3
vulnerabilities-1,12,Which of the terms listed below refers to a situation in which a product or service may no longer receive security patches or other updates, making it more vulnerable to attack?,EOL,ALM,EOS,SDLC,,,EOL,1
vulnerabilities-1,13,What is the main vulnerability related to legacy hardware?,Compatibility issues,Lack of security updates and patches,Worn-out physical components,Lack of skilled personnel to run it and maintain it,,,Lack of security updates and patches,1
vulnerabilities-1,14,The term "VM escape" refers to the process of breaking out of the boundaries of a guest operating system installation to access the primary hypervisor controlling all the virtual machines on the host machine.,True,False,,,,,True,1
vulnerabilities-1,15,Which of the following answers refers to a virtualization-related vulnerability where virtualized assets allocated to one VM are improperly isolated and can be accessed or compromised by another VM?,Resource reuse,Privilege escalation,Resource exhaustion,Concurrent session usage,,,Resource reuse,1
vulnerabilities-1,16,Which of the answers listed below refers to a cloud-related vulnerability type?,Insecure APIs,Poor access controls,Lack of security updates,Misconfigured cloud storage,Shadow IT / Malicious insiders,All of the above,All of the above,1
vulnerabilities-1,17,The practice of installing mobile apps from websites and app stores other than the official marketplaces is referred to as:,Jailbreaking,Rooting,Sideloading,Carrier unlocking,,,Sideloading,1
vulnerabilities-1,18,Which of the following terms is used to describe the process of removing software restrictions imposed by Apple on its iOS operating system?,Sideloading,Carrier unlocking,Rooting,Jailbreaking,,,Jailbreaking,1
vulnerabilities-1,19,The term "Rooting" refers to the capability of gaining administrative access to the operating system and system applications on:,Android devices,iOS devices,Microsoft devices,All types of mobile devices,,,Android devices,1
vulnerabilities-1,20,A type of attack aimed at exploiting vulnerability that is present in already released software but unknown to the software developer is known as:,On-path attack,IV attack,Zero-day attack,Replay attack,,,Zero-day attack,1
malware-1,1,Malware that restricts access to a computer system by encrypting files or locking the entire system down until the user performs requested action is called:,Grayware,Adware,Ransomware,Spyware,,,Ransomware,1
malware-1,2,A Trojan horse is a type of software that performs harmful actions under the guise of a legitimate and useful program. The most characteristic feature of Trojan horse is that while it may function as a legitimate program and possess all the expected functionalities, it also contains a concealed portion of malicious code that the user is unaware of.,True,False,,,,,True,1
malware-1,3,Which type of Trojan enables unauthorized remote access to a compromised system?,APT,RAT,MaaS,PUP,,,RAT,1
malware-1,4,A standalone malicious computer program that typically propagates itself over a computer network to adversely affect system resources and network bandwidth is referred to as:,Worm,Fileless virus,Bot,Logic bomb,,,Worm,1
malware-1,5,Malicious software collecting information about users without their knowledge/consent is known as:,Cryptomalware,Adware,Ransomware,Spyware,,,Spyware,1
malware-1,6,Which of the answers listed below refer to the characteristic features of bloatware? (Select 3 answers),Pre-installed on a device by the device manufacturer or retailer,Generally considered undesirable due to negative impact on system performance,Installed without user consent,Can be pre-installed, downloaded, or bundled with other software,Generally considered undesirable due to negative impact on system performance, privacy, and security,,Pre-installed on a device by the device manufacturer or retailer;Generally considered undesirable due to negative impact on system performance;Can be pre-installed, downloaded, or bundled with other software,3
malware-1,7,Which of the following answers refer to the characteristics of a PUP? (Select 3 answers),Often installed without clear user consent,Can be pre-installed, downloaded, or bundled with other software,Generally considered undesirable due to negative impact on system performance, privacy, and security,Pre-installed on a device by the device manufacturer or retailer,Generally considered undesirable due to negative impact on system performance,,Often installed without clear user consent;Can be pre-installed, downloaded, or bundled with other software;Generally considered undesirable due to negative impact on system performance, privacy, and security,3
malware-1,8,Which of the statements listed below apply to the definition of a computer virus? (Select 3 answers),A self-replicating computer program containing malicious segment,Malware that typically requires its host application to be run to make the virus active,A standalone malicious computer program that replicates itself over a computer network,Malware that can run by itself without any interaction,Malicious code that typically attaches itself to an application program or other executable component,A self-contained malicious program or code that does need a host to propagate itself,,A self-replicating computer program containing malicious segment;Malware that typically requires its host application to be run to make the virus active;Malicious code that typically attaches itself to an application program or other executable component,3
malware-1,9,Which of the following is an example of spyware?,Keylogger,Vulnerability scanner,Computer worm,Packet sniffer,,,Keylogger,1
malware-1,10,Malicious code activated by a specific event is called:,Cryptomalware,Backdoor,Rootkit,Logic bomb,,,Logic bomb,1
malware-1,11,Which of the following answers refers to a collection of software tools used by a hacker to mask intrusion and obtain administrator-level access to a computer or computer network?,Rootkit,Spyware,Backdoor,Trojan,,,Rootkit,1
network-attacks-1,1,As opposed to simple DoS attacks that usually are performed from a single system, a DDoS attack uses multiple compromised computer systems to perform the attack against its target. The intermediary systems that are used as a platform for the attack (often referred to as zombies, and collectively as a botnet) are the secondary victims of the DDoS attack.,True,False,,,,,True,1
network-attacks-1,2,A type of DDoS attack where an attacker exploits vulnerabilities in certain services or protocols to generate responses that are much larger than the original request is referred to as:,Amplified DDoS attack,Volumetric DDoS attack,Reflected DDoS attack,Application DDoS attack,,,Amplified DDoS attack,1
network-attacks-1,3,What defines a reflected DDoS attack?,Overwhelming the target with a high volume of traffic to saturate its bandwidth,Exploiting vulnerabilities in network protocols to consume resources and disrupt services,Utilizing third-party servers to reflect and amplify attack traffic towards the target,Targeting vulnerabilities in applications or web servers to exhaust resources,,,Utilizing third-party servers to reflect and amplify attack traffic towards the target,1
network-attacks-1,4,A DNS amplification attack is a type of DDoS attack wherein an attacker sends a small, specially crafted DNS query containing a spoofed IP address (the victim’s IP) to a compromised DNS server. Upon receiving the query, the DNS server generates a much larger response packet, which is then sent to the victim's IP address, causing potential disruption due to overwhelming traffic.,True,False,,,,,True,1
network-attacks-1,5,Which of the answers listed below refers to a cyberattack technique that relies on providing false DNS information to a DNS resolver for the purpose of redirecting or manipulating the resolution of domain names to malicious IP addresses?,DNS spoofing,Credential stuffing,URL hijacking,Domain hijacking,,,DNS spoofing,1
network-attacks-1,6,Remapping a domain name to a rogue IP address is an example of what kind of exploit?,URL hijacking,DNS cache poisoning,Domain hijacking,ARP poisoning,,,DNS cache poisoning,1
network-attacks-1,7,When domain registrants due to unlawful actions of third parties lose control over their domain names, they fall victim to:,Sybil attack,Domain hijacking,Typosquatting,URL hijacking,,,Domain hijacking,1
network-attacks-1,8,The practice of gaining unauthorized access to a Bluetooth device is known as:,Phishing,Bluejacking,Smishing,Bluesnarfing,,,Bluesnarfing,1
network-attacks-1,9,A wireless disassociation attack is a type of: (Select 2 answers),Downgrade attack,Deauthentication attack,Brute-force attack,DoS attack,Cryptographic attack,,Deauthentication attack;DoS attack,2
network-attacks-1,10,A wireless jamming attack is a type of:,Cryptographic attack,DoS attack,Brute-force attack,Downgrade attack,,,DoS attack,1
network-attacks-1,11,Which wireless attack focuses on exploiting vulnerabilities found in WEP?,IV attack,War driving,SSID spoofing,Bluejacking,,,IV attack,1
network-attacks-1,12,Which of the following statements can be used to describe the characteristics of an on-path attack? (Select all that apply),An on-path attack is also known as MITM attack,Attackers place themselves on the communication route between two devices,Attackers intercept or modify packets sent between two communicating devices,Attackers do not have access to packets exchanged during the communication between two devices,,An on-path attack is also known as MITM attack;Attackers place themselves on the communication route between two devices;Attackers intercept or modify packets sent between two communicating devices,3
network-attacks-1,13,A network replay attack occurs when an attacker captures sensitive user data and resends it to the receiver with the intent of gaining unauthorized access or tricking the receiver into unauthorized operations.,True,False,,,,,True,1
network-attacks-1,14,What are the characteristic features of a session ID? (Select 3 answers),Typically stored on the server side,A unique identifier assigned by the website to a specific user,Contains user's authentication credentials, e.g., username and password,A piece of data that can be stored in a cookie, or embedded as an URL parameter,Typically stored on the client side (in the user's browser) rather than on the server,A unique identifier assigned to a server,,A unique identifier assigned by the website to a specific user;A piece of data that can be stored in a cookie, or embedded as an URL parameter;Typically stored on the client side (in the user's browser) rather than on the server,3
network-attacks-1,15,In a session replay attack, an attacker intercepts and steals a valid session ID of a user and resends it to the server with the intent of gaining unauthorized access to the user's session or tricking the server into unauthorized operations on behalf of the legitimate user.,True,False,,,,,True,1
network-attacks-1,16,A technique that allows an attacker to authenticate to a remote server without extracting cleartext password from a digest is called:,Pass the hash,Replay attack,Brute-force attack,Spraying attack,,,Pass the hash,1
application-attacks-1,1,What type of action allows an attacker to exploit the XSS vulnerability?,Code injection,Privilege escalation,Session hijacking,Packet sniffing,,,Code injection,1
application-attacks-1,2,Which of the following exploits targets a protocol used for managing and accessing networked resources?,CSRF/XSRF attack,XML injection attack,LDAP injection attack,SQL injection attack,,,LDAP injection attack,1
application-attacks-1,3,Which type of exploit targets web applications that generate content used to store and transport data?,SQL injection attack,CSRF/XSRF attack,XML injection attack,LDAP injection attack,,,XML injection attack,1
application-attacks-1,4,A type of exploit that relies on overwriting contents of memory to cause unpredictable results in an application is referred to as:,IV attack,Privilege escalation,Buffer overflow,DLL injection,,,Buffer overflow,1
application-attacks-1,5,A situation where an attacker intercepts and retransmits valid data exchange between an application and a server, or another application is known as:,Sideloading,Replay attack,Phishing attack,Race condition,,,Replay attack,1
application-attacks-1,6,Which of the following facilitate(s) privilege escalation attacks? (Select all that apply),System/application vulnerabilities,Password hashing,System/application misconfigurations,Network segmentation,Social engineering techniques,,System/application vulnerabilities;System/application misconfigurations;Social engineering techniques,3
application-attacks-1,7,Which of the statements listed below apply to the CSRF/XSRF attack? (Select 3 answers),Exploits the trust a website has in the user's web browser,A user is tricked by an attacker into submitting unauthorized web requests,Website executes attacker's requests,Exploits the trust a user's web browser has in a website,A malicious script is injected into a trusted website,User's browser executes attacker's script,,Exploits the trust a website has in the user's web browser;A user is tricked by an attacker into submitting unauthorized web requests;Website executes attacker's requests,3
application-attacks-1,8,A dot-dot-slash attack is also referred to as:,Disassociation attack,On-path attack,Directory traversal attack,Downgrade attack,,,Directory traversal attack,1
application-attacks-1,9,Which of the following URLs is a potential indicator of a directory traversal attack?,http://www.example.com/var/../etc/passwd,http://www.example.com/var/www/../../etc/passwd,http://www.example.com/var/www/files/../../../etc/passwd,http://www.example.com/var/www/files/images/../../../../etc/passwd,Any of the above,,Any of the above,1
vuln-management-1,1,Vulnerability scanning: (Select all that apply),Identifies lack of security controls,Actively tests security controls,Identifies common misconfigurations,Exploits vulnerabilities,Passively tests security controls,,Identifies lack of security controls;Identifies common misconfigurations;Passively tests security controls,3
vuln-management-1,2,Which of the answers listed below refer to the characteristic features of static code analysis? (Select 3 answers),Involves examining the code without executing it,Often used early in the development process,Examines code structure, syntax, and semantics to detect issues like syntax errors, coding standards violations, security vulnerabilities, and bugs,Typically used later in the software development lifecycle,Involves executing the code and analyzing its behavior at runtime,Analyzes runtime properties like memory usage, performance, and error handling to identify issues such as memory leaks, performance bottlenecks, and runtime errors,Involves examining the code without executing it;Often used early in the development process;Examines code structure, syntax, and semantics to detect issues like syntax errors, coding standards violations, security vulnerabilities, and bugs,3
vuln-management-1,3,Which of the following statements describe the features of dynamic code analysis? (Select 3 answers),Typically used later in the software development lifecycle,Involves examining the code without executing it,Analyzes runtime properties like memory usage, performance, and error handling to identify issues such as memory leaks, performance bottlenecks, and runtime errors,Often used early in the development process,Examines code structure, syntax, and semantics to detect issues like syntax errors, coding standards violations, security vulnerabilities, and bugs,Involves executing the code and analyzing its behavior at runtime,,Typically used later in the software development lifecycle;Analyzes runtime properties like memory usage, performance, and error handling to identify issues such as memory leaks, performance bottlenecks, and runtime errors;Involves executing the code and analyzing its behavior at runtime,3
vuln-management-1,4,Which of the terms listed below refers to tracking and managing software application components, such as third-party libraries and other dependencies?,Version control,Package monitoring,Configuration enforcement,Application hardening,,,Package monitoring,1
vuln-management-1,5,Which of the following terms refers to threat intelligence gathered from publicly available sources?,IoC,OSINT,RFC,CVE/NVD,,,OSINT,1
vuln-management-1,6,Which of the terms listed below refers to a US government initiative for real-time sharing of cyber threat indicators?,AIS,STIX,TTP,CVSS,,,AIS,1
vuln-management-1,7,What is STIX?,A type of vulnerability database,Common language for describing cyber threat information,US government initiative for real-time sharing of cyber threat indicators,Transport mechanism for cyber threat information,,,Common language for describing cyber threat information,1
vuln-management-1,8,A dedicated transport mechanism for cyber threat information is called:,TCP/IP,TLS,TAXII,S/MIME,,,TAXII,1
vuln-management-1,9,Which of the following provides insights into the methods and tools used by cybercriminals to carry out attacks?,CVE,IoC,AIS,TTP,,,TTP,1
vuln-management-1,10,Which of the following statements does not apply to dark web?,Typically requires specialized software to access its contents,Forms a large part of the deep web,Not indexed by traditional search engines,Often associated with trading stolen data, malware, and cyber threats,,,Forms a large part of the deep web,1
vuln-management-1,11,Penetration testing: (Select all that apply),Bypasses security controls,Only identifies lack of security controls,Actively tests security controls,Exploits vulnerabilities,Passively tests security controls,,Bypasses security controls;Actively tests security controls;Exploits vulnerabilities,3
vuln-management-1,12,A responsible disclosure program is a formal process established by an organization to encourage security researchers and ethical hackers to report vulnerabilities they discover in the organization's systems or software. A bug bounty program is a specific type of responsible disclosure program that offers financial rewards to security researchers for reporting valid vulnerabilities.,True,False,,,,,True,1
vuln-management-1,13,An antivirus software identifying non-malicious file as a virus due to faulty virus signature file is an example of:,Fault tolerance,False positive error,Quarantine feature,False negative error,,,False positive error,1
vuln-management-1,14,Which of the answers listed below refers to a situation where no alarm is raised when an attack has taken place?,False negative,True positive,False positive,True negative,,,False negative,1
vuln-management-1,15,A measure of the likelihood that a security system will incorrectly reject an access attempt by an authorized user is referred to as:,FAR,CER,CRC,FRR,,,FRR,1
vuln-management-1,16,Which of the following terms refers to a framework and knowledge base that provides understanding of TTPs used during cyberattacks?,CVSS,ATT&CK,STIX,TAXII,,,ATT&CK,1
vuln-management-1,17,Which of the answers listed below refers to an industry standard for assessing and scoring the severity of computer system security vulnerabilities?,SIEM,CVSS,OSINT,SOAR,,,CVSS,1
vuln-management-1,18,Which of the following refers to a system that identifies, defines, and catalogs publicly known cybersecurity vulnerabilities?,TAXII,CVE,STIX,CVSS,,,CVE,1
vuln-management-1,19,What is Exposure Factor (EF) in vulnerability analysis?,The likelihood that a vulnerability will be exploited in a real-world scenario,The rate at which vulnerabilities are discovered and reported,The degree of loss that a realized threat would have on a specific asset,The measure of the potential impact of a vulnerability on an organization's assets,,,The degree of loss that a realized threat would have on a specific asset,1
vuln-management-1,20,Which of the statements listed below does not refer to a vulnerability response and remediation technique?,Applying updates or fixes provided by software vendors to address the vulnerability (patching),Ensuring financial recovery from the costs associated with a successful cyberattack (insurance),Dividing a network into smaller, isolated zones to limit the potential impact of a vulnerability (segmentation),Mitigating the risk associated with a vulnerability that cannot be immediately patched by implementing alternative security measures (compensating controls),Delaying or forgoing a patch for a specific system, e.g., when applying a patch may not be feasible due to compatibility issues or potential disruptions to critical systems (exceptions and exemptions),All of the above answers are examples of vulnerability response and remediation techniques,,All of the above answers are examples of vulnerability response and remediation techniques,1
secure-protocols-1,1,Which of the protocols listed below is used to enable secure web browsing?,L2TP,HTTPS,SSH,IPsec,,,HTTPS,1
secure-protocols-1,2,Which of the following protocols allow(s) for secure file transfer? (Select all that apply),FTPS,TFTP,FTP,SFTP,,,FTPS;SFTP,2
secure-protocols-1,3,FTPS is an extension to the SSH protocol and runs by default on TCP port 22.,True,False,,,,,False,1
secure-protocols-1,4,Which of the answers listed below refers to a secure replacement for Telnet?,RSH,IPsec,SSH,RTPS,,,SSH,1
secure-protocols-1,5,Which of the following answers refers to a deprecated protocol designed as a secure way to send emails from a client to a mail server and between mail servers?,IMAPS,SFTP,POP3S,SMTPS,,,SMTPS,1
secure-protocols-1,6,Which of the protocols listed below enable secure retrieval of emails from a mail server to an email client? (Select 2 answers),FTPS,IMAPS,POP3S,STARTTLS,SMTPS,,IMAPS;POP3S,2
secure-protocols-1,7,Which of the following protocols enables secure access and management of emails on a mail server from an email client?,POP3S,SMTPS,IMAPS,S/MIME,,,IMAPS,1
secure-protocols-1,8,Which of the answers listed below refers to a secure network protocol used to provide encryption, authentication, and integrity for real-time multimedia communication?,IPsec,SIP,VoIP,SRTP,,,SRTP,1
access-controls-1,1,Which of the following answers refer(s) to the Mandatory Access Control (MAC) model? (Select all that apply),Users are not allowed to change access policies at their own discretion,Labels and clearance levels can only be applied and changed by an administrator,Every object has an owner who at his/her own discretion determines what kind of permissions other users can have to that object,Access to resources based on user identity,Every resource has a sensitivity label matching a clearance level assigned to a user,,Users are not allowed to change access policies at their own discretion;Labels and clearance levels can only be applied and changed by an administrator;Every resource has a sensitivity label matching a clearance level assigned to a user,3
access-controls-1,2,Discretionary Access Control (DAC) is an access control model based on user identity. In DAC, every object has an owner who at his/her own discretion determines what kind of permissions other users can have for that object.,True,False,,,,,True,1
access-controls-1,3,Which type of control access model connects user permissions to their specific responsibilities?,DAC,RBAC,MAC,ABAC,,,RBAC,1
access-controls-1,4,Which access control model allows for defining granular rules that consider user roles, time constraints, and network access restrictions?,ABAC,MAC,RuBAC,DAC,RBAC,,ABAC,1
access-controls-1,5,Examples of properties used for defining access policies in Attribute-Based Access Control (ABAC) model include:,Subject (i.e., user or process requesting access),Type of action (for example "read", "write", "execute"),Resource type (medical record, bank account etc.),Environment (contextual data, such as time of day or geolocation),All of the above,,All of the above,1
access-controls-1,6,Which access control model defines access control rules with the use of statements that closely resemble natural language?,DAC,ABAC,MAC,RBAC,,,ABAC,1
access-controls-1,7,Which of the access control models listed below enforces the strictest set of access rules?,MAC,RBAC,DAC,ABAC,,,MAC,1
access-controls-1,8,Which of the following access control methods would be the most suitable for scheduling system maintenance tasks during periods of low user activity?,Resource provisioning,Time-of-day restrictions,Principle of least privilege,Just-in-time permissions,,,Time-of-day restrictions,1
access-controls-1,9,The principle of least privilege is a security rule that prevents users from accessing information and resources that lie beyond the scope of their responsibilities.,True,False,,,,,True,1
passwords-1,1,The two factors that are considered important for creating strong passwords are: (Select 2 answers),Password length,Minimum password age,Password history,Password complexity,Maximum password age,,Password length;Password complexity,2
passwords-1,2,A strong password that meets the password complexity requirement should contain: (Select the best answer),Uppercase letters (A-Z),Digits (0-9),Non-alphanumeric characters if permitted (e.g., !, @, #, $),Lowercase letters (a-z),A combination of characters from at least 3 character groups,,A combination of characters from at least 3 character groups,1
passwords-1,3,Which of the following passwords is the most complex?,T$7C52WL4SU,GdL3tU8wxYz,@TxBL$nW@Xt,G$L3tU8wY@z,,,G$L3tU8wY@z,1
passwords-1,4,Which password policy would be the most effective in decreasing the risk of a security breach across multiple accounts?,Password expiration policy,Minimum password age policy,Password reuse policy,Maximum password age policy,,,Password reuse policy,1
passwords-1,5,Which password policy enforces a mandatory password change after a specific time?,Password expiration policy,Password history policy,Minimum password age policy,Password reuse policy,,,Password expiration policy,1
passwords-1,6,The minimum password age policy setting determines the period of time that a password can be used before the system requires the user to change it.,True,False,,,,,False,1
passwords-1,7,The maximum password age policy setting determines the period of time that a password must be used before the user can change it.,True,False,,,,,False,1
passwords-1,8,Which of the answers listed below refers to a software tool specifically designed to store and manage login credentials?,BitLocker,Password manager,Key escrow,Password vault,,,Password manager,1
passwords-1,9,Which of the following technologies cannot be used as a passwordless authentication method?,Biometrics,Hardware tokens,QR codes,OTPs,Passkeys,All of the above can be used as a means for passwordless authentication,,All of the above can be used as a means for passwordless authentication,1
passwords-1,10,Replacing password characters in a password field with a series of asterisks is an example of:,Data masking,Tokenization,Anonymization,Pseudo-anonymization,,,Data masking,1
passwords-1,11,Which of the answers listed below refers to a type of additional input that increases password complexity and provides better protection against brute-force, dictionary, and rainbow table attacks?,Seed,IV,Salt,Shim,,,Salt,1
passwords-1,12,A pseudo-random data added to a password before hashing is referred to as:,Shim,Salt,IV,Seed,,,Salt,1
passwords-1,13,Which cryptographic technique is used to prevent the effectiveness of rainbow tables in cracking hashed passwords?,Data masking,Two-Factor Authentication (2FA),Key stretching,Salting,,,Salting,1
passwords-1,14,Key stretching is a cryptographic technique that enhances the security of sensitive data, such as cryptographic keys and passwords. It works by repeatedly applying a resource-intensive function or algorithm to the input data, thus increasing the computational effort required to derive the original key or password, which makes the data more resistant to brute-force, dictionary, or rainbow table attacks.,True,False,,,,,True,1
passwords-1,15,The importance of changing default usernames and passwords can be illustrated by the example of certain network devices (such as routers), which are often shipped with default and well-known admin credentials that can be looked up on the web.,True,False,,,,,True,1
passwords-1,16,A technique that allows an attacker to authenticate to a remote server without extracting cleartext password from a digest is known as:,Pass the hash,Replay attack,Brute-force attack,Spraying attack,,,Pass the hash,1
passwords-1,17,A short list of commonly used passwords tried against large number of user accounts is a characteristic feature of:,Replay attack,Dictionary attack,Spraying attack,Birthday attack,,,Spraying attack,1
passwords-1,18,Which password attack bypasses account-lockout policies?,Birthday attack,Replay attack,Spraying attack,Dictionary attack,,,Spraying attack,1
passwords-1,19,An attack against encrypted data that relies heavily on computing power to check all possible keys and passwords until the correct one is found is called:,Replay attack,Brute-force attack,Dictionary attack,Birthday attack,,,Brute-force attack,1
passwords-1,20,One of the measures for bypassing the failed logon attempt account lockout policy is to capture any relevant data that might contain the password and brute force it offline.,True,False,,,,,True,1
incident-response-1,1,Which part of the incident response process involves establishing and maintaining the incident response capability as well as setting up an incident response team?,Preparation,Detection and analysis,Containment, eradication, and recovery,Post-incident activity,,,Preparation,1
incident-response-1,2,In the incident response process, the step that involves identifying and understanding potential incidents to determine their scope, impact, and root cause is a part of the:,Preparation stage,Detection and analysis stage,Containment, eradication, and recovery stage,Post-incident activity stage,,,Detection and analysis stage,1
incident-response-1,3,Which of the following answers refer(s) to the containment, eradication, and recovery stage of the incident response process? (Select all that apply),Restoring normal operations,Eliminating the threat,Monitoring and detecting potential incidents,Establishing and maintaining an incident response policy,Mitigating the impact of the incident,,Restoring normal operations;Eliminating the threat;Mitigating the impact of the incident,3
incident-response-1,4,Which stage of the incident response process involves updating incident response plans, policies, and procedures?,Preparation,Detection and analysis,Containment, eradication, and recovery,Post-incident activity,,,Post-incident activity,1
incident-response-1,5,Which of the answers listed below refers to a discussion-based activity where team members walk through different scenarios to evaluate the incident response plan without activating any systems?,Tabletop exercise,Simulation,Threat hunting,Root cause analysis,,,Tabletop exercise,1
incident-response-1,6,Which of the following answers refers to a more in-depth exercise, which can include activating systems and performing real actions to respond to the incident?,Penetration testing,Threat hunting,Simulation,Vulnerability scanning,,,Simulation,1
incident-response-1,7,During the post-incident activity stage, this step involves analyzing logs, forensics data, and other evidence to prevent incident reoccurrence.,Reporting,E-discovery,Root cause analysis,Threat hunting,,,Root cause analysis,1
incident-response-1,8,The term "Threat hunting" refers to a proactive search for IoC to identify and address potential threats and vulnerabilities before they can escalate into full-blown incidents.,True,False,,,,,True,1
incident-response-1,9,The process of maintaining a documented record of the handling and movement of evidence to ensure its integrity and admissibility in court is called:,Chain of custody,Chain of evidence,Chain of accountability,Chain of responsibility,,,Chain of custody,1
incident-response-1,10,The process of identifying, collecting, and producing electronically stored information with the intent of using it in a legal proceeding or investigation is referred to as:,Litigation hold,Evidence management,Digital forensics,E-discovery,,,E-discovery,1
risk-management-1,1,The process of determining potential risks that could affect an organization's ability to achieve its objectives is called:,Risk assessment,Risk identification,Risk analysis,Risk management,,,Risk identification,1
risk-management-1,2,The process of evaluating discovered risks to understand their potential impact and likelihood is referred to as:,Risk analysis,Risk assessment,Risk identification,Risk management,,,Risk assessment,1
risk-management-1,3,Which of the following answers refers to a risk assessment method based on need, typically conducted in response to specific events or changes, such as after a major organizational change or a security breach?,Ad hoc,Recurring,One-time,Continuous,,,Ad hoc,1
risk-management-1,4,Which of the answers listed below refers to an example of recurring risk assessment?,Real-time monitoring of network security threats,Assessing risk after a major organizational change or a security breach,Quarterly or annual risk assessments,Risk assessment for a new product launch,,,Quarterly or annual risk assessments,1
risk-management-1,5,Which of the following answers refers to a risk assessment conducted for a specific purpose or project, without plans for regular reassessment (e.g., risk assessment for a new product launch)?,One-time,Recurring,Ad hoc,Continuous,,,One-time,1
risk-management-1,6,Which of the answers listed below refers to an example of continuous risk assessment?,Quarterly or annual risk assessments,Risk assessment for a new product launch,Assessing risk after a major organizational change or a security breach,Real-time monitoring of network security threats,,,Real-time monitoring of network security threats,1
risk-management-1,7,Assessment of risk probability and its impact based on subjective judgment falls into the category of:,Risk acceptance,Quantitative risk assessment,Risk tolerance,Qualitative risk assessment,,,Qualitative risk assessment,1
risk-management-1,8,A calculation of SLE is an example of:,Quantitative risk assessment,Ad hoc risk assessment,Qualitative risk assessment,Recurring risk assessment,,,Quantitative risk assessment,1
risk-management-1,9,Which of the following terms is used to describe the predicted loss of value to an asset based on a single security incident?,SLE,ARO,ALE,SLA,,,SLE,1
risk-management-1,10,Which of the acronyms listed below refers to a risk assessment formula defining probable financial loss due to a risk over a one-year period?,ARO,SLE,ALE,SLA,,,ALE,1
risk-management-1,11,Which of the following answers refers to the correct formula for calculating probable financial loss due to a risk over a one-year period?,SLE = AV x EF,ALE = ARO x SLE,SLE = ALE x AV,ALE = AV x EF,,,ALE = ARO x SLE,1
risk-management-1,12,In quantitative risk assessment, this term is used for estimating the likelihood of occurrence of a future threat.,ALE,SLA,ARO,SLE,,,ARO,1
risk-management-1,13,An estimate based on the historical data of how often a threat would be successful in exploiting a vulnerability is known as:,ALE,SLA,ARO,SLE,,,ARO,1
risk-management-1,14,In the context of risk assessment, the Exposure Factor (EF) is defined as the percentage of loss that a realized threat would have on an asset. If an organization has an asset valued at $10,000 and the EF is determined to be 20%, what would be the SLE?,$500,$2,000,$5,000,$10,000,,,$2,000,1
risk-management-1,15,Which of the answers listed below refers to a comprehensive document used in risk management and project management to identify, assess, and track risks?,Risk register,Risk heat map,Risk matrix,Risk repository,,,Risk register,1
risk-management-1,16,Which of the following terms is used to describe the specific level of risk an organization is prepared to accept in pursuit of its objectives?,Risk appetite,Risk tolerance,Risk acceptance,Risk capacity,,,Risk tolerance,1
